Unnamed: 0,parent_knowledge_status,parentcontrol,sexualexperience,serious_relationship,notserious_relationship,meeting_online_experience,online_and_never_met,socialmedia_interested_interactedsm,socialmedia_interested_friendedsm,interested_friendedsm,interested_text,interested_video,interested_music,interested_sexypics,interested_inperson,interested_other,search_information_current,friended_setup,search_information_past,askout_text,askout_inperson,askout_phone,askout_dm,askout_friendasked,askout_wait,askout_other,shared_passwords,time_outsideschoool,time_phone,time_text,time_online,time_videochat,time_email,time_socialmediapost,time_messagingapps,shareonline_location,shareonline_activity,shareonline_thoughts,shareonline_friends,shareonline_school,shareonline_health,shareonline_family,shareonline_politics,shareonline_religion,shareonline_funny,pparent_knowledge_status
1261,1,limit_time,yes,yes,,one,yes,1,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,no,no,no,yes,never,every_few_days,less_often,every_few_days,never,less_often,every_few_days,every_few_days,yes,yes,yes,,no,yes,yes,no,yes,yes,yes
1262,2,,no,,,,,1,yes,yes,yes,no,no,no,yes,no,yes,no,,no,yes,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1263, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,3,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,less_often,everyday,everyday,everyday,less_often,less_often,every_few_days,never,yes,yes,yes,,yes,yes,yes,yes,yes,yes,not_sure
1265,1,limit_time,yes,yes,,none,,1,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,every_few_days,everyday,everyday,everyday,everyday,never,less_often,never,yes,yes,yes,,yes,yes,yes,no,no,yes,yes
1266, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,1,do_not_limit,yes,yes,,none,,1,no,no,no,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,less_often,everyday,everyday,less_often,everyday,less_often,every_few_days,less_often,yes,yes,yes,,yes,no,no,no,no,yes,yes
1270,1,do_not_limit,yes,yes,,none,,1,yes,yes,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,every_few_days,everyday,everyday,everyday,less_often,everyday,everyday,everyday,yes,yes,yes,,yes,yes,yes,no,no,yes,yes
1271, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274,2,,yes,no,no,none,,1,no,yes,yes,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,less_often,every_few_days,everyday,never,never,never,never,never,yes,no,yes,,yes,no,yes,no,no,yes,no
1275, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276,2,,yes,no,no,none,,1,yes,no,yes,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,every_few_days,every_few_days,everyday,never,every_few_days,less_often,every_few_days,never,no,yes,yes,,no,no,no,no,no,yes,no
1277,2,,,,,,, ,,no,no,no,no,no,no,no,,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1278,3,,no,,,,, ,,yes,no,no,no,no,yes,no,no,,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
1279,2,,no,,,,,1,yes,yes,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1280,2,,no,,,,,1,yes,no,no,no,no,no,yes,no,no,yes,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1281,2,,yes,yes,,none,,1,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,less_often,everyday,everyday,less_often,every_few_days,less_often,every_few_days,everyday,yes,yes,yes,,yes,yes,yes,yes,yes,yes,no
1282,2,,no,,,,,1,yes,no,no,no,no,no,yes,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1283,3,,no,,,,,1,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
1284,2,,no,,,,,1,yes,yes,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1285,2,,yes,no,no,none,,1,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,yes,yes,yes,yes,no,yes,no,no,never,never,never,never,never,never,never,never,no,no,no,,no,no,no,no,no,no,no
1286,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1287,3,,no,,,,,1,yes,no,no,no,no,no,yes,no,no,yes,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
1288,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
1289,2,,yes,no,no,none,, ,,no,yes,no,no,no,yes,no,no,,no,yes,no,no,no,no,no,no,no,every_few_days,less_often,everyday,less_often,never,never,,never,no,yes,no,,no,no,no,no,no,no,no
1290,2,,no,,,,,2,yes,no,no,no,no,no,yes,no,no,no,,yes,no,yes,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1291,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1292,1,limit_time,yes,yes,,none,,2,yes,yes,no,no,no,no,yes,no,yes,no,no,yes,yes,yes,no,no,yes,no,no,never,every_few_days,everyday,every_few_days,never,every_few_days,every_few_days,never,yes,yes,yes,,yes,no,no,no,yes,yes,yes
1293, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296,2,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
1297, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300,1,limit_time,yes,yes,,none,,2,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,yes,no,no,less_often,less_often,everyday,never,every_few_days,never,less_often,never,yes,yes,no,,yes,no,no,no,no,yes,yes
1301,2,,yes,no,no,5+,yes,1,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,never,every_few_days,everyday,everyday,everyday,never,everyday,everyday,yes,yes,yes,,yes,no,no,no,yes,yes,no
1302,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,every_few_days,less_often,less_often,everyday,never,less_often,everyday,,yes,yes,yes,,yes,no,yes,no,no,yes,no
1303, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304,2,,yes,no,no,none,,1,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,less_often,less_often,everyday,every_few_days,less_often,less_often,less_often,every_few_days,yes,yes,yes,,no,no,yes,no,no,yes,no
1305, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,3,,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
1307, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1309,2,,no,,,,,2,no,no,no,no,no,no,yes,no,no,yes,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1310,1,limit_time,yes,yes,,none,,2,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,every_few_days,everyday,everyday,everyday,never,less_often,everyday,never,yes,yes,yes,,yes,yes,yes,no,yes,yes,yes
1311,3,,yes,yes,,2-5,yes,1,no,yes,no,yes,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,everyday,every_few_days,every_few_days,every_few_days,every_few_days,every_few_days,every_few_days,every_few_days,yes,yes,yes,,yes,no,no,no,no,yes,not_sure
1312,1,do_not_limit,yes,yes,,2-5,yes,1,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,no,yes,everyday,everyday,everyday,never,never,every_few_days,every_few_days,never,yes,yes,yes,,yes,yes,yes,no,no,yes,yes
1313,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1314,2,,no,,,,,1,yes,yes,no,yes,yes,no,yes,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1315, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
1317, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,1,do_not_limit,no,,,,,1,yes,yes,yes,no,no,no,yes,no,yes,yes,,yes,yes,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,yes
1319, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,1,do_not_limit,yes,yes,,none,,1,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,everyday,everyday,everyday,less_often,never,never,less_often,never,no,yes,no,,no,no,no,no,no,yes,yes
1321,1,limit_time,yes,no,yes,,,2,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,everyday,everyday,everyday,never,never,never,never,never,no,no,no,,no,no,no,no,no,no,yes
1322, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,1,limit_time,yes,yes,,none,,1,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,every_few_days,everyday,everyday,never,every_few_days,never,everyday,never,no,no,no,,no,no,yes,no,no,yes,yes
1324,2,,no,,,,, ,,no,no,no,no,no,yes,no,yes,,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1325,2,,no,,,,,1,yes,yes,no,no,yes,no,no,no,no,no,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1326,2,,yes,yes,,2-5,no,1,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,yes,no,yes,everyday,every_few_days,everyday,everyday,never,never,everyday,everyday,yes,yes,yes,,yes,no,yes,no,no,yes,no
1327, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,2,,yes,no,no,2-5,no,1,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,less_often,less_often,less_often,less_often,never,never,never,never,yes,yes,yes,,no,no,no,no,no,yes,no
1329,2,,yes,no,no,none,,2,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,less_often,every_few_days,less_often,never,never,never,never,never,no,yes,yes,,yes,no,no,no,no,yes,no
1330,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1331,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
1332,1,limit_time,yes,no,yes,none,,1,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,never,everyday,everyday,never,every_few_days,never,less_often,less_often,yes,yes,yes,,yes,no,yes,no,yes,yes,yes
1333,2,,no,,,,,1,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1334, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,2,,no,,,,,1,yes,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1336, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,2,,no,,,,,2,no,no,no,no,no,no,no,yes,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1338, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,2,,no,,,,, ,,no,no,no,no,no,yes,no,no,,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1340,1,do_not_limit,yes,no,yes,none,,1,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,yes,no,no,never,never,everyday,never,never,never,never,never,no,no,no,,no,no,no,no,no,no,yes
1341,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,yes,yes,,yes,yes,yes,yes,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1342, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,2,,yes,no,no,2-5,no,1,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,less_often,every_few_days,everyday,never,never,never,everyday,never,yes,yes,yes,,yes,yes,yes,yes,yes,yes,no
1345,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1346,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
1347,2,,yes,no,no,2-5,no,1,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,every_few_days,every_few_days,every_few_days,every_few_days,every_few_days,every_few_days,every_few_days,every_few_days,yes,yes,yes,,no,no,no,no,no,yes,no
1348,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1349,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1350,2,,yes,no,yes,one,yes,1,yes,yes,yes,no,yes,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,never,less_often,everyday,every_few_days,less_often,less_often,never,never,yes,yes,yes,,yes,yes,yes,no,yes,yes,no
1351, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,1,limit_time,no,,,,,1,yes,no,no,no,no,no,no,no,yes,no,,no,no,yes,yes,no,yes,no,,,,,,,,,,,,,,,,,,,,yes
1353,2,,no,,,,, ,,no,no,no,no,no,no,yes,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1354,1,do_not_limit,no,,,,, ,,no,no,no,yes,no,yes,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
1355, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1358,3,,yes,yes,,none,,2,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,every_few_days,everyday,everyday,everyday,never,never,less_often,everyday,yes,yes,yes,,no,yes,yes,no,yes,yes,not_sure
1359,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1360,2,,no,,,,,1,yes,yes,yes,no,no,no,yes,no,yes,yes,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1361, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1363,2,,yes,no,no,none,,1,yes,yes,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,everyday,every_few_days,everyday,everyday,every_few_days,never,every_few_days,never,yes,yes,yes,,yes,no,yes,no,no,yes,no
1364, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,2,,no,,,,,1,yes,yes,no,no,no,no,no,no,yes,yes,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1366,1,do_not_limit,yes,yes,,none,,2,no,yes,yes,no,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,everyday,everyday,everyday,every_few_days,less_often,less_often,never,never,no,no,no,,no,no,no,no,no,no,yes
1367, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,2,,no,,,,,1,yes,yes,no,no,no,no,yes,yes,no,yes,,no,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1369,2,,no,,,,,1,yes,yes,yes,no,no,no,yes,no,yes,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1370, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,-1,,no,,,,,1,yes,yes,yes,yes,yes,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,
1372, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,2,,no,,,,,1,yes,yes,no,no,no,no,yes,no,no,no,,yes,yes,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
1375, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1379,2,,yes,no,no,2-5,no,1,yes,yes,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,less_often,every_few_days,less_often,every_few_days,less_often,less_often,less_often,every_few_days,no,yes,yes,,yes,no,no,no,no,yes,no
1380, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,yes,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1383,2,,yes,no,no,none,,2,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,less_often,never,never,less_often,never,never,less_often,never,no,no,yes,,no,no,yes,no,no,no,no
1384,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1385,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
1386, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,2,,yes,no,no,none,,1,yes,yes,yes,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,everyday,everyday,everyday,every_few_days,never,less_often,every_few_days,never,no,no,no,,no,no,no,no,no,yes,no
1389, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,3,,yes,no,yes,one,yes,2,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,less_often,every_few_days,less_often,less_often,less_often,never,every_few_days,every_few_days,no,yes,yes,,no,no,no,no,no,yes,not_sure
1391,2,,no,,,,,1,yes,yes,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1392,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1393,2,,no,,,,,2,no,no,no,no,no,no,yes,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1394, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
1396, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1398,2,,yes,no,no,one,yes,2,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,everyday,every_few_days,everyday,never,never,never,never,less_often,no,no,no,,no,no,no,no,no,no,no
1399,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1400,1,do_not_limit,no,,,,,2,no,yes,yes,no,yes,no,no,no,yes,no,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
1401,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1402,1,do_not_limit,no,,,,,2,yes,yes,no,no,no,no,yes,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,yes
1403, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,3,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,not_sure
1405,2,,no,,,,,1,no,yes,no,no,no,no,no,no,yes,no,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1406, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,2,,no,,,,,1,no,no,no,no,no,no,no,no,yes,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1410,3,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,not_sure
1411, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1415, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,2,,no,,,,, ,,no,no,no,no,no,yes,no,no,,,no,no,no,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
1417,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1418, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,2,,no,,,,, ,,no,no,no,no,no,yes,no,no,,,yes,no,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1420, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,yes,yes,yes,yes,no,no,no,,,,,,,,,,,,,,,,,,,,no
1422, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,2,,no,,,,, ,,no,no,no,no,no,yes,no,no,,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1429, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1431,2,,no,,,,,2,no,no,no,no,no,no,no,no,no,no,,no,no,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1432,2,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no
1433, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1434,2,,no,,,,, ,,yes,no,no,no,no,no,no,no,,,yes,yes,yes,no,yes,no,no,,,,,,,,,,,,,,,,,,,,no
1435, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1437,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1438,2,,no,,,,,2,no,no,no,no,no,no,yes,no,no,no,,no,no,no,no,no,yes,no,,,,,,,,,,,,,,,,,,,,no
1439,2,,no,,,,,1,yes,yes,no,no,yes,no,no,no,no,no,,no,yes,no,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1440, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441,2,,no,,,,, ,,no,no,no,no,no,no,no,no,,,no,no,no,no,no,no,yes,,,,,,,,,,,,,,,,,,,,no
1442,2,,no,,,,,1,yes,yes,yes,yes,yes,no,yes,,yes,yes,,yes,yes,yes,no,no,no,no,,,,,,,,,,,,,,,,,,,,no
1443, ,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
